v17_reach_id,v16_reach_id,reach_id
73150600751,73150600051,73150600051
73150600761,73150600061,73150600061
73150600851,73150600071,73150600071
73150600861,73150600081,73150600081
73150600063,73150600093,73150600093
73150600073,73150600103,73150600103
73150600083,73150600113,73150600113
73150600093,73150600123,73150600123
73150600103,73150600133,73150600133
73150600111,73150600141,73150600141
73150600121,73150600151,73150600151
73150600131,73150600161,73150600161
73150600141,73150600171,73150600171
73150600151,73150600181,73150600181
73150600161,73150600191,73150600191
73150600571,73150600201,73150600201
73150600581,73150600211,73150600211
73150600591,73150600221,73150600221
73150600604,73150600234,73150600234
73150600611,73150600241,73150600241
73150600624,73150600254,73150600254
73150600631,73150600261,73150600261
73150600644,73150600274,73150600274
73150600651,73150600281,73150600281
73150600883,73150600293,73150600293
73150600171,73150600301,73150600301
73150600181,73150600311,73150600311
73150600191,73150600321,73150600321
73150600201,73150600331,73150600331
73150600211,73150600341,73150600341
73150600221,73150600351,73150600351
73150600231,73150600361,73150600361
73150600241,73150600371,73150600371
73150600251,73150600381,73150600381
73150600261,73150600391,73150600391
73150600271,73150600401,73150600401
73150600281,73150600411,73150600411
73150600291,73150600421,73150600421
73150600301,73150600431,73150600431
73150600311,73150600441,73150600441
73150600321,73150600451,73150600451
73150600331,73150600461,73150600461
73150600341,73150600471,73150600471
73150600351,73150600481,73150600481
73150600361,73150600491,73150600491
73150600461,73150600501,73150600501
73150600471,73150600511,73150600511
73150600484,73150600524,73150600524
73150600491,73150600531,73150600531
73150600504,73150600544,73150600544
73150600513,73150600553,73150600553
73150600523,73150600563,73150600563
73150600531,73150600571,73150600571
73150600551,73150600581,73150600581
73150600771,73150600591,73150600591
73150600781,73150600601,73150600601
73150600791,73150600611,73150600611
73150600801,73150600621,73150600621
73150600811,73150600631,73150600631
73150600821,73150600641,73150600641
73150600831,73150600651,73150600651
73150600664,73150600664,73150600664
73150600671,73150600671,73150600671
73150600684,73150600684,73150600684
73150600693,73150600693,73150600693
73150600701,73150600701,73150600701
73150600371,73150600711,73150600711
73150600381,73150600721,73150600721
73150600391,73150600731,73150600731
73150600404,73150600744,73150600744
73150600414,73150600754,73150600754
73150600423,73150600763,73150600763
73150600433,73150600773,73150600773
73150600443,73150600783,73150600783
73150600045,73150600795,73150600795
73150600035,73150600805,73150600805
73150600025,73150600815,73150600815
73150700055,73150700835,73150700835
73150600015,73150600845,73150600845
73150700045,73150700855,73150700855
73150600876,73150600866,73150600866
73150600896,73150600876,73150600876
73150600546,73150600886,73150600886
73150600566,73150600896,73150600896
73150600846,73150600906,73150600906
73150600716,73150600916,73150600916
73150600456,73150600926,73150600926
73150700035,73150700015,73150700015
73150700025,73150700025,73150700025
73150700016,73150700036,73150700036
73160100011,73160100011,73160100011
73160100024,73160100024,73160100024
73160100033,73160100033,73160100033
73160100043,73160100043,73160100043
73160100051,73160100051,73160100051
73160100064,73160100064,73160100064
73160100071,73160100071,73160100071
73160100084,73160100084,73160100084
73160100093,73160100093,73160100093
73160100103,73160100103,73160100103
73160100113,73160100113,73160100113
73160100121,73160100121,73160100121
73160100134,73160100134,73160100134
73160100141,73160100141,73160100141
73160100151,73160100151,73160100151
73160100181,73160100161,73160100161
73160100191,73160100171,73160100171
73160100204,73160100184,73160100184
73160100221,73160100191,73160100191
73160100231,73160100201,73160100201
73160100244,73160100214,73160100214
73160100161,73160100221,73160100221
73160100171,73160100231,73160100231
73150900016,73150900246,73150900246
73160100216,73160100256,73160100256
73160100256,73160100266,73160100266
73160200011,73160200011,73160200011
73160200021,73160200021,73160200021
73160200031,73160200031,73160200031
73160200041,73160200041,73160200041
73160200051,73160200051,73160200051
73160200061,73160200061,73160200061
73160200071,73160200071,73160200071
73160200081,73160200081,73160200081
73160200091,73160200091,73160200091
73160200101,73160200101,73160200101
73160200111,73160200111,73160200111
73160200124,73160200124,73160200124
73160200133,73160200133,73160200133
73160200143,73160200143,73160200143
73160200153,73160200153,73160200153
73160200161,73160200161,73160200161
73160200171,73160200171,73160200171
73160200181,73160200181,73160200181
73160200191,73160200191,73160200191
73160200201,73160200201,73160200201
73160200214,73160200214,73160200214
73160200221,73160200221,73160200221
73160200241,73160200241,73160200241
73160200251,73160200251,73160200251
73160200264,73160200264,73160200264
73160200273,73160200271,73160200271
73160200236,73160200296,73160200296
73160200286,73160200306,73160200306
73160300011,73160300011,73160300011
73160300021,73160300021,73160300021
73160300031,73160300031,73160300031
73160300041,73160300041,73160300041
73160300051,73160300051,73160300051
73160300064,73160300064,73160300064
73160300071,73160300071,73160300071
73160400011,73160400801,73160400801
73160400021,73160400811,73160400811
73160400031,73160400821,73160400821
73160400041,73160400831,73160400831
73160400051,73160400841,73160400841
73160400061,73160400851,73160400851
73160400071,73160400861,73160400861
73160400081,73160400871,73160400871
73160400091,73160400881,73160400881
73160400101,73160400891,73160400891
73160400111,73160400901,73160400901
73160400121,73160400911,73160400911
73160400131,73160400921,73160400921
73160400141,73160400951,73160400951
73160400151,73160400961,73160400961
73160400161,73160400981,73160400981
73160400171,73160401031,73160401031
73160400181,73160401041,73160401041
73160400191,73160401051,73160401051
73160400201,73160401061,73160401061
73160400211,73160401071,73160401071
73160400224,73160401084,73160401084
73160400231,73160401091,73160401091
73160400241,73160401101,73160401101
73160400251,73160401111,73160401111
73160400261,73160401121,73160401121
73160400271,73160401131,73160401131
73160400291,73160401141,73160401141
73160400301,73160401151,73160401151
73160400313,73160401163,73160401163
73160400286,73160401206,73160401206
73160500011,73160500011,73160500011
73160500021,73160500021,73160500021
73160500031,73160500031,73160500031
73160500041,73160500041,73160500041
73160500051,73160500051,73160500051
73160500061,73160500061,73160500061
73160500071,73160500071,73160500071
73160500081,73160500081,73160500081
73160500091,73160500091,73160500091
73160500101,73160500101,73160500101
73160500111,73160500111,73160500111
73160500121,73160500121,73160500121
73160500131,73160500131,73160500131
73160500141,73160500141,73160500141
73160500151,73160500151,73160500151
73160500161,73160500161,73160500161
73160500171,73160500171,73160500171
73160500181,73160500181,73160500181
73160500191,73160500191,73160500191
73160500201,73160500201,73160500201
73160700011,73160700211,73160700211
73160700021,73160700221,73160700221
73160700031,73160700231,73160700231
73160700041,73160700241,73160700241
73160700051,73160700251,73160700251
73160700064,73160700264,73160700264
73160700071,73160700271,73160700271
73160700084,73160700014,73160700014
73160800011,73160800021,73160800021
73160800021,73160800031,73160800031
73160800036,73160800046,73160800046
73160900014,73160900014,73160900014
73160900021,73160900021,73160900021
73160900031,73160900031,73160900031
73160900041,73160900041,73160900041
73160900051,73160900051,73160900051
73160900061,73160900061,73160900061
73160900071,73160900071,73160900071
73160900081,73160900081,73160900081
73160900091,73160900091,73160900091
73160900101,73160900101,73160900101
73160900111,73160900111,73160900111
73160900126,73160900126,73160900126
73170000175,73170000015,73170000015
73170000115,73170000025,73170000025
73170000125,73170000035,73170000035
73170000135,73170000045,73170000045
73170000155,73170000065,73170000065
73170000145,73170000075,73170000075
73170000065,73170000085,73170000085
73170000235,73170000095,73170000095
73170000075,73170000105,73170000105
73170000105,73170000145,73170000145
73170000095,73170000155,73170000155
73170000085,73170000165,73170000165
73170000205,73170000175,73170000175
73170000045,73170000185,73170000185
73170000255,73170000195,73170000195
73170000055,73170000205,73170000205
73170000035,73170000215,73170000215
73170000015,73170000235,73170000235
73170000335,73170000245,73170000245
73170000345,73170000255,73170000255
73170000365,73170000265,73170000265
73170000186,73170000276,73170000276
73170000166,73170000286,73170000286
73170000246,73170000296,73170000296
73170000216,73170000306,73170000306
73170000286,73170000316,73170000316
73170000266,73170000326,73170000326
73170000306,73170000336,73170000336
73170000326,73170000346,73170000346
73170000356,73170000356,73170000356
73170000376,73170000366,73170000366
73180100013,73180100013,73180100013
73180100021,73180100021,73180100021
73180100034,73180100034,73180100034
73180100041,73180100041,73180100041
73180100054,73180100054,73180100054
73180100061,73180100061,73180100061
73180100074,73180100074,73180100074
73180100081,73180100081,73180100081
73180100094,73180100094,73180100094
73180100101,73180100101,73180100101
73180100111,73180100111,73180100111
73180100121,73180100121,73180100121
73180200011,73180200011,73180200011
73180200021,73180200021,73180200021
73180200036,73180200036,73180200036
73180300011,73180300011,73180300011
73180300021,73180300021,73180300021
73180400011,73180400011,73180400011
73180400024,73180400024,73180400024
73180400031,73180400031,73180400031
73180400041,73180400041,73180400041
73180400051,73180400051,73180400051
73180400061,73180400061,73180400061
73180400071,73180400071,73180400071
73180400081,73180400091,73180400091
73180400091,73180400111,73180400111
73180400101,73180400121,73180400121
73180400111,73180400131,73180400131
73180400121,73180400141,73180400141
73180400134,73180400154,73180400154
73180400141,73180400161,73180400161
73180400151,73180400171,73180400171
73180400161,73180400181,73180400181
73180400174,73180400194,73180400194
73180400181,73180400201,73180400201
73180400194,73180400214,73180400214
73180400201,73180400221,73180400221
73180400214,73180400234,73180400234
73180400221,73180400241,73180400241
73180400231,73180400251,73180400251
73180400244,73180400264,73180400264
73180400251,73180400271,73180400271
73180400261,73180400281,73180400281
73180400271,73180400291,73180400291
73180400286,73180400316,73180400316
73180500084,73180500084,73180500084
73180500091,73180500091,73180500091
73180500101,73180500101,73180500101
73180500111,73180500111,73180500111
73180500024,73180500274,73180500274
73180500031,73180500281,73180500281
73180500041,73180500291,73180500291
73180500051,73180500301,73180500301
73180500061,73180500311,73180500311
73180500071,73180500321,73180500321
73180500011,73180500331,73180500331
73180500121,73180500011,73180500011
73180500131,73180500021,73180500021
73180500141,73180500031,73180500031
73180700011,73180700041,73180700041
73180700021,73180700051,73180700051
73180700031,73180700061,73180700061
73180800016,73180800076,73180800076
73190100255,73190100025,73190100025
73190100265,73190100035,73190100035
73190100105,73190100055,73190100055
73190100145,73190100065,73190100065
73190100135,73190100075,73190100075
73190100165,73190100095,73190100095
73190100095,73190100105,73190100105
73190100115,73190100115,73190100115
73190100125,73190100125,73190100125
73190100205,73190100135,73190100135
73190100225,73190100145,73190100145
73190100234,73190100154,73190100154
73190100185,73190100195,73190100195
73190100085,73190100205,73190100205
73190100075,73190100225,73190100225
73190100276,73190100236,73190100236
73190100156,73190100246,73190100246
73190100176,73190100256,73190100256
73190100216,73190100266,73190100266
73190100246,73190100276,73190100276
73190300073,73190300013,73190300013
73190300081,73190300021,73190300021
73190200013,73190200033,73190200033
73190200023,73190200043,73190200043
73190200031,73190200051,73190200051
73190200041,73190200061,73190200061
73190200051,73190200071,73190200071
73190200061,73190200081,73190200081
73190200071,73190200091,73190200091
73190200081,73190200101,73190200101
73190200091,73190200111,73190200111
73190200106,73190200126,73190200126
73190300025,73190300015,73190300015
73190300115,73190300025,73190300025
73190300035,73190300035,73190300035
73190300045,73190300045,73190300045
73190300055,73190300055,73190300055
73190300095,73190300065,73190300065
73190300065,73190300075,73190300075
73190300016,73190300086,73190300086
73190300126,73190300096,73190300096
73190300106,73190300106,73190300106
73190500065,73190500025,73190500025
73190500075,73190500045,73190500045
73190500095,73190500065,73190500065
73190500084,73190500074,73190500074
73190500015,73190500085,73190500085
73190500025,73190500095,73190500095
73190500035,73190500105,73190500105
73190500045,73190500115,73190500115
73190500055,73190500125,73190500125
73190500115,73190500135,73190500135
73190500106,73190500146,73190500146
73190500126,73190500156,73190500156
73190600151,73190600061,73190600061
73190600161,73190600071,73190600071
73190600171,73190600081,73190600081
73190600184,73190600094,73190600094
73190600191,73190600101,73190600101
73190600201,73190600111,73190600111
73190600211,73190600121,73190600121
73190600221,73190600131,73190600131
73190600231,73190600141,73190600141
73190600241,73190600151,73190600151
73190600251,73190600161,73190600161
73190600261,73190600171,73190600171
73190600271,73190600181,73190600181
73190600284,73190600194,73190600194
73190600291,73190600201,73190600201
73190600304,73190600214,73190600214
73190600313,73190600223,73190600223
73190600321,73190600231,73190600231
73190600334,73190600244,73190600244
73190600341,73190600251,73190600251
73190600354,73190600264,73190600264
73190600361,73190600271,73190600271
73190600374,73190600284,73190600284
73190600381,73190600291,73190600291
73190600394,73190600304,73190600304
73190600401,73190600311,73190600311
73190600414,73190600324,73190600324
73190600421,73190600331,73190600331
73190600431,73190600341,73190600341
73190600441,73190600351,73190600351
73190600451,73190600361,73190600361
73190600461,73190600371,73190600371
73190600471,73190600381,73190600381
73190600074,73190600644,73190600644
73190600084,73190600654,73190600654
73190600091,73190600661,73190600661
73190600101,73190600671,73190600671
73190600111,73190600681,73190600681
73190600124,73190600694,73190600694
73190600131,73190600701,73190600701
73190600141,73190600711,73190600711
73190600023,73190600823,73190600823
73190600033,73190600833,73190600833
73190600043,73190600843,73190600843
73190600051,73190600851,73190600851
73190600064,73190600864,73190600864
73190600013,73190600873,73190600873
73190600486,73190600886,73190600886
73190800013,73190800013,73190800013
73190800021,73190800021,73190800021
73190800031,73190800031,73190800031
73190800043,73190800043,73190800043
73190800051,73190800051,73190800051
73190800061,73190800061,73190800061
73190800076,73190800076,73190800076
73190900065,73190900015,73190900015
73190900095,73190900055,73190900055
73190900085,73190900065,73190900065
73190900075,73190900075,73190900075
73190900025,73190900085,73190900085
73190900225,73190900095,73190900095
73190900035,73190900105,73190900105
73190900135,73190900115,73190900115
73190900145,73190900125,73190900125
73190900205,73190900135,73190900135
73190900165,73190900155,73190900155
73190900155,73190900165,73190900165
73190900105,73190900175,73190900175
73190900055,73190900185,73190900185
73190900115,73190900195,73190900195
73190900185,73190900205,73190900205
73190900255,73190900215,73190900215
73190900016,73190900226,73190900226
73190900236,73190900236,73190900236
73190900216,73190900246,73190900246
73190900176,73190900256,73190900256
73190900126,73190900266,73190900266
73190900196,73190900276,73190900276
73190900246,73190900286,73190900286
73213000031,73213000011,73213000011
73213000041,73213000031,73213000031
73213000051,73213000041,73213000041
73213000025,73213000055,73213000055
73213000066,73213000066,73213000066
73213000016,73213000076,73213000076
73214000661,73214000011,73214000011
73214000021,73214000021,73214000021
73214000031,73214000031,73214000031
73214000011,73214000041,73214000041
73214000041,73214000051,73214000051
73214000051,73214000061,73214000061
73214000061,73214000071,73214000071
73214000071,73214000081,73214000081
73214000081,73214000091,73214000091
73214000091,73214000101,73214000101
73214000101,73214000111,73214000111
73214000111,73214000121,73214000121
73214000121,73214000131,73214000131
73214000193,73214000163,73214000163
73214000203,73214000173,73214000173
73214000211,73214000181,73214000181
73214000224,73214000194,73214000194
73214000233,73214000203,73214000203
73214000543,73214000213,73214000213
73214000254,73214000224,73214000224
73214000243,73214000233,73214000233
73214000583,73214000243,73214000243
73214000263,73214000253,73214000253
73214000563,73214000263,73214000263
73214000273,73214000273,73214000273
73214000523,73214000283,73214000283
73214000283,73214000293,73214000293
73214000491,73214000311,73214000311
73214000501,73214000321,73214000321
73214000311,73214000331,73214000331
73214000321,73214000341,73214000341
73214000331,73214000351,73214000351
73214000341,73214000361,73214000361
73214000351,73214000371,73214000371
73214000361,73214000381,73214000381
73214000371,73214000391,73214000391
73214000384,73214000404,73214000404
73214000293,73214000413,73214000413
73214000303,73214000423,73214000423
73214000131,73214000431,73214000431
73214000141,73214000441,73214000441
73214000154,73214000454,73214000454
73214000163,73214000463,73214000463
73214000171,73214000471,73214000471
73214000184,73214000484,73214000484
73214000633,73214000493,73214000493
73214000391,73214000501,73214000501
73214000404,73214000514,73214000514
73214000414,73214000524,73214000524
73214000423,73214000533,73214000533
73214000431,73214000541,73214000541
73214000444,73214000554,73214000554
73214000451,73214000561,73214000561
73214000461,73214000571,73214000571
73214000471,73214000581,73214000581
73214000593,73214000593,73214000593
73214000613,73214000603,73214000603
73214000656,73214000616,73214000616
73214000556,73214000626,73214000626
73214000576,73214000636,73214000636
73214000536,73214000646,73214000646
73214000516,73214000656,73214000656
73214000646,73214000666,73214000666
73214000486,73214000676,73214000676
73214000606,73214000686,73214000686
73214000626,73214000696,73214000696
73215000255,73215000015,73215000015
73215000045,73215000025,73215000025
73215000055,73215000035,73215000035
73215000185,73215000045,73215000045
73215000065,73215000055,73215000055
73215000165,73215000065,73215000065
73215000075,73215000075,73215000075
73215000085,73215000085,73215000085
73215000095,73215000095,73215000095
73215000105,73215000105,73215000105
73215000115,73215000115,73215000115
73215000125,73215000125,73215000125
73215000135,73215000135,73215000135
73215000145,73215000145,73215000145
73215000205,73215000155,73215000155
73215000035,73215000165,73215000165
73215000025,73215000175,73215000175
73215000225,73215000185,73215000185
73215000246,73215000196,73215000196
73215000196,73215000206,73215000206
73215000176,73215000216,73215000216
73215000156,73215000226,73215000226
73215000216,73215000236,73215000236
73215000016,73215000246,73215000246
73215000236,73215000256,73215000256
73216000013,73216000183,73216000183
73216000021,73216000191,73216000191
73216000031,73216000201,73216000201
73216000041,73216000211,73216000211
73216000051,73216000221,73216000221
73216000061,73216000231,73216000231
73216000071,73216000241,73216000241
73216000081,73216000251,73216000251
73216000091,73216000261,73216000261
73216000121,73216000281,73216000281
73216000131,73216000291,73216000291
73216000141,73216000351,73216000351
73216000153,73216000363,73216000363
73216000161,73216000371,73216000371
73216000171,73216000381,73216000381
73216000181,73216000391,73216000391
73216000191,73216000401,73216000401
73216000201,73216000411,73216000411
73216000211,73216000421,73216000421
73216000221,73216000431,73216000431
73216000231,73216000441,73216000441
73216000246,73216000456,73216000456
73217000135,73217000015,73217000015
73217000025,73217000025,73217000025
73217000035,73217000035,73217000035
73217000105,73217000045,73217000045
73217000075,73217000055,73217000055
73217000085,73217000065,73217000065
73217000065,73217000075,73217000075
73217000055,73217000085,73217000085
73217000045,73217000095,73217000095
73217000126,73217000106,73217000106
73217000016,73217000116,73217000116
73217000116,73217000126,73217000126
73217000096,73217000136,73217000136
73218000773,73218000013,73218000013
73218000783,73218000023,73218000023
73218000011,73218000041,73218000041
73218000021,73218000051,73218000051
73218000721,73218000061,73218000061
73218000731,73218000071,73218000071
73218000741,73218000081,73218000081
73218000031,73218000091,73218000091
73218000041,73218000101,73218000101
73218000051,73218000111,73218000111
73218000061,73218000121,73218000121
73218000071,73218000131,73218000131
73218000081,73218000141,73218000141
73218000091,73218000151,73218000151
73218000101,73218000161,73218000161
73218000111,73218000171,73218000171
73218000121,73218000181,73218000181
73218000131,73218000191,73218000191
73218000141,73218000201,73218000201
73218000151,73218000211,73218000211
73218000164,73218000224,73218000224
73218000171,73218000231,73218000231
73218000181,73218000241,73218000241
73218000191,73218000251,73218000251
73218000204,73218000264,73218000264
73218000211,73218000271,73218000271
73218000491,73218000281,73218000281
73218000504,73218000294,73218000294
73218000793,73218000303,73218000303
73218000803,73218000313,73218000313
73218000811,73218000321,73218000321
73218000821,73218000331,73218000331
73218000221,73218000341,73218000341
73218000234,73218000354,73218000354
73218000241,73218000361,73218000361
73218000251,73218000371,73218000371
73218000261,73218000381,73218000381
73218000271,73218000391,73218000391
73218000281,73218000401,73218000401
73218000294,73218000414,73218000414
73218000301,73218000421,73218000421
73218000311,73218000431,73218000431
73218000321,73218000441,73218000441
73218000334,73218000454,73218000454
73218000341,73218000461,73218000461
73218000354,73218000474,73218000474
73218000361,73218000481,73218000481
73218000374,73218000494,73218000494
73218000693,73218000503,73218000503
73218000703,73218000513,73218000513
73218000513,73218000523,73218000523
73218000521,73218000531,73218000531
73218000534,73218000544,73218000544
73218000541,73218000551,73218000551
73218000554,73218000564,73218000564
73218000561,73218000571,73218000571
73218000574,73218000584,73218000584
73218000581,73218000591,73218000591
73218000594,73218000604,73218000604
73218000601,73218000611,73218000611
73218000614,73218000624,73218000624
73218000621,73218000631,73218000631
73218000634,73218000644,73218000644
73218000641,73218000651,73218000651
73218000654,73218000664,73218000664
73218000663,73218000673,73218000673
73218000671,73218000681,73218000681
73218000384,73218000694,73218000694
73218000394,73218000704,73218000704
73218000404,73218000714,73218000714
73218000411,73218000721,73218000721
73218000424,73218000734,73218000734
73218000431,73218000741,73218000741
73218000444,73218000754,73218000754
73218000451,73218000761,73218000761
73218000464,73218000774,73218000774
73218000471,73218000781,73218000781
73218000766,73218000806,73218000806
73218000756,73218000816,73218000816
73218000836,73218000826,73218000826
73218000716,73218000836,73218000836
73218000686,73218000846,73218000846
73218000486,73218000856,73218000856
73219000025,73219000015,73219000015
73219000015,73219000025,73219000025
73219000045,73219000035,73219000035
73230000016,73230000046,73230000046
73219000036,73219000056,73219000056
73220100023,73220100013,73220100013
73220100031,73220100021,73220100021
73220100041,73220100051,73220100051
73220100051,73220100061,73220100061
73220100061,73220100071,73220100071
73220100073,73220100083,73220100083
73220100083,73220100093,73220100093
73220100015,73220100105,73220100105
73220200013,73220200013,73220200013
73220200021,73220200021,73220200021
73220200041,73220200031,73220200031
73220300041,73220300011,73220300011
73220300011,73220300021,73220300021
73220300021,73220300031,73220300031
73220300031,73220300041,73220300041
73220500011,73220500011,73220500011
73220500021,73220500021,73220500021
73220500031,73220500031,73220500031
73220500041,73220500041,73220500041
73220700011,73220700051,73220700051
73220700021,73220700061,73220700061
73220700031,73220700071,73220700071
73220700041,73220700081,73220700081
73220700051,73220700091,73220700091
73220700061,73220700101,73220700101
73220700071,73220700111,73220700111
73220700081,73220700121,73220700121
73220700091,73220700131,73220700131
73220700101,73220700141,73220700141
73220700111,73220700151,73220700151
73220700121,73220700161,73220700161
73220700131,73220700171,73220700171
73220700141,73220700181,73220700181
73220700151,73220700191,73220700191
73220700161,73220700201,73220700201
73220700171,73220700211,73220700211
73220700181,73220700221,73220700221
73220700194,73220700234,73220700234
73220700203,73220700243,73220700243
73220700211,73220700251,73220700251
73220700223,73220700263,73220700263
73220700231,73220700271,73220700271
73220700241,73220700281,73220700281
73220800011,73220800011,73220800011
73220800026,73220800026,73220800026
73220900011,73220900011,73220900011
73220900024,73220900024,73220900024
73220900033,73220900033,73220900033
73220900043,73220900053,73220900053
73220900054,73220900064,73220900064
73220900063,73220900073,73220900073
73220900074,73220900084,73220900084
73220900083,73220900093,73220900093
73220900094,73220900104,73220900104
73220900103,73220900113,73220900113
73220900143,73220900123,73220900123
73220900151,73220900131,73220900131
73220900161,73220900141,73220900141
73220900171,73220900151,73220900151
73220900181,73220900161,73220900161
73220900194,73220900174,73220900174
73220900201,73220900181,73220900181
73220900211,73220900191,73220900191
73220900224,73220900204,73220900204
73220900231,73220900211,73220900211
73220900244,73220900224,73220900224
73220900323,73220900233,73220900233
73220900113,73220900243,73220900243
73220900124,73220900254,73220900254
73220900133,73220900263,73220900263
73220900251,73220900271,73220900271
73220900264,73220900284,73220900284
73220900271,73220900291,73220900291
73220900281,73220900301,73220900301
73220900291,73220900311,73220900311
73220900301,73220900321,73220900321
73220900346,73220900356,73220900356
73220900336,73220900366,73220900366
73220900316,73220900376,73220900376
73230000073,73230000013,73230000013
73230000081,73230000021,73230000021
73230000021,73230000031,73230000031
73230000031,73230000041,73230000041
73230000041,73230000051,73230000051
73230000051,73230000061,73230000061
73230000096,73230000076,73230000076
73230000066,73230000086,73230000086
73240100221,73240100011,73240100011
73240100231,73240100031,73240100031
73240100241,73240100041,73240100041
73240100251,73240100051,73240100051
73240100041,73240100061,73240100061
73240100051,73240100071,73240100071
73240100061,73240100081,73240100081
73240100071,73240100091,73240100091
73240100081,73240100101,73240100101
73240100094,73240100114,73240100114
73240100103,73240100123,73240100123
73240100173,73240100133,73240100133
73240100113,73240100143,73240100143
73240100123,73240100153,73240100153
73240100133,73240100163,73240100163
73240100141,73240100171,73240100171
73240100153,73240100183,73240100183
73240100161,73240100191,73240100191
73240100195,73240100205,73240100205
73240100205,73240100215,73240100215
73240100215,73240100225,73240100225
73240100186,73240100236,73240100236
73240200011,73240200011,73240200011
73240200021,73240200021,73240200021
73240200031,73240200031,73240200031
73240200041,73240200041,73240200041
73240200051,73240200051,73240200051
73240200061,73240200061,73240200061
73240200071,73240200071,73240200071
73240200081,73240200081,73240200081
73240200093,73240200093,73240200093
73240200103,73240200103,73240200103
73240200113,73240200113,73240200113
73240200121,73240200121,73240200121
73240200411,73240200131,73240200131
73240200424,73240200144,73240200144
73240200433,73240200153,73240200153
73240200703,73240200163,73240200163
73240200134,73240200174,73240200174
73240200143,73240200183,73240200183
73240200153,73240200193,73240200193
73240200163,73240200203,73240200203
73240200173,73240200213,73240200213
73240200183,73240200223,73240200223
73240200191,73240200231,73240200231
73240200203,73240200243,73240200243
73240200211,73240200251,73240200251
73240200221,73240200261,73240200261
73240200234,73240200274,73240200274
73240200241,73240200281,73240200281
73240200254,73240200294,73240200294
73240200261,73240200301,73240200301
73240200271,73240200311,73240200311
73240200281,73240200321,73240200321
73240200294,73240200334,73240200334
73240200303,73240200343,73240200343
73240200311,73240200351,73240200351
73240200324,73240200364,73240200364
73240200331,73240200371,73240200371
73240200344,73240200384,73240200384
73240200351,73240200391,73240200391
73240200361,73240200401,73240200401
73240200374,73240200414,73240200414
73240200381,73240200421,73240200421
73240200391,73240200431,73240200431
73240200443,73240200443,73240200443
73240200453,73240200453,73240200453
73240200683,73240200463,73240200463
73240200663,73240200473,73240200473
73240200463,73240200483,73240200483
73240200473,73240200493,73240200493
73240200481,73240200501,73240200501
73240200491,73240200511,73240200511
73240200501,73240200521,73240200521
73240200514,73240200534,73240200534
73240200523,73240200543,73240200543
73240200533,73240200553,73240200553
73240200543,73240200563,73240200563
73240200551,73240200571,73240200571
73240200564,73240200584,73240200584
73240200571,73240200591,73240200591
73240200581,73240200601,73240200601
73240200593,73240200613,73240200613
73240200601,73240200621,73240200621
73240200614,73240200634,73240200634
73240200621,73240200641,73240200641
73240200634,73240200654,73240200654
73240200641,73240200661,73240200661
73240200716,73240200676,73240200676
73240200406,73240200686,73240200686
73240200696,73240200696,73240200696
73240200676,73240200706,73240200706
73240200656,73240200716,73240200716
73240300011,73240300011,73240300011
73240300021,73240300021,73240300021
73240300031,73240300031,73240300031
73240300041,73240300041,73240300041
73240300051,73240300051,73240300051
73240300061,73240300061,73240300061
73240300071,73240300071,73240300071
73240300196,73240300083,73240300083
73240300201,73240300091,73240300091
73240300216,73240300106,73240300106
73240300084,73240300014,73240300014
73240300093,73240300023,73240300023
73240300103,73240300033,73240300033
73240300113,73240300043,73240300043
73240300123,73240300053,73240300053
73240300134,73240300064,73240300064
73240300143,73240300073,73240300073
73240300154,73240300084,73240300084
73240300161,73240300111,73240300111
73240300174,73240300104,73240300104
73240300183,73240300113,73240300113
73240500014,73240500124,73240500124
73240500023,73240500133,73240500133
73240500033,73240500143,73240500143
73240500041,73240500151,73240500151
73240500051,73240500161,73240500161
73240500061,73240500171,73240500171
73240700011,73240700181,73240700181
73240700024,73240700194,73240700194
73240700033,73240700203,73240700203
73240700043,73240700213,73240700213
73240800013,73240800013,73240800013
73240800023,73240800023,73240800023
73240800031,73240800031,73240800031
73240800046,73240800046,73240800046
73240900013,73240900013,73240900013
73240900021,73240900021,73240900021
73240900323,73240900033,73240900033
73240900093,73240900043,73240900043
73240900103,73240900053,73240900053
73240900113,73240900063,73240900063
73240900123,73240900073,73240900073
73240900283,73240900083,73240900083
73240900303,73240900093,73240900093
73240900133,73240900103,73240900103
73240900143,73240900113,73240900113
73240900151,73240900121,73240900121
73240900164,73240900134,73240900134
73240900173,73240900143,73240900143
73240900034,73240900154,73240900154
73240900043,73240900163,73240900163
73240900181,73240900171,73240900171
73240900194,73240900184,73240900184
73240900203,73240900193,73240900193
73240900213,73240900203,73240900203
73240900223,73240900213,73240900213
73240900234,73240900224,73240900224
73240900243,73240900233,73240900233
73240900051,73240900241,73240900241
73240900061,73240900251,73240900251
73240900074,73240900264,73240900264
73240900083,73240900273,73240900273
73240900253,73240900283,73240900283
73240900261,73240900291,73240900291
73240900333,73240900303,73240900303
73240900344,73240900314,73240900314
73240900363,73240900323,73240900323
73240900296,73240900336,73240900336
73240900316,73240900346,73240900346
73240900276,73240900356,73240900356
73240900356,73240900366,73240900366
73240900376,73240900376,73240900376
73240100031,73240100241,73240100241
73240100024,73240100024,73240100024
73240100013,73240100033,73240100033
73251000121,73251000041,73251000041
73251000153,73251000083,73251000083
73251000103,73251000093,73251000093
73251000113,73251000103,73251000103
